2.59e-07,0.28523,0.296645,1.62758,1.4403,1.34944,5.00547
0.00131933,0.285223,0.29664,1.62621,1.43881,1.34948,5.00544
0.00207214,0.285231,0.296667,1.62048,1.42693,1.34943,5.00561
0.0028228,0.285286,0.296752,1.61523,1.42232,1.34909,5.00614
0.00357163,0.285428,0.296881,1.57418,1.3905,1.3482,5.00695
0.00431779,0.285655,0.297107,1.54293,1.35533,1.34677,5.00837
0.00507407,0.28603,0.297525,1.55151,1.35606,1.34441,5.011
0.00592675,0.286528,0.297974,1.44121,1.26897,1.34128,5.01382
0.00672031,0.286988,0.298587,1.52219,1.30755,1.33839,5.01767
0.00756737,0.287581,0.299168,1.49133,1.3031,1.33467,5.02132
0.00832185,0.288124,0.299845,1.49066,1.27723,1.33125,5.02557
0.0090756,0.288732,0.300556,1.37101,1.14399,1.32744,5.03004
0.0098187,0.289387,0.301386,1.45257,1.22805,1.32332,5.03525
0.0105716,0.290122,0.30231,1.30772,1.04744,1.3187,5.04106
0.0113214,0.29095,0.303299,1.39972,1.17197,1.3135,5.04728
0.0120746,0.291865,0.304405,1.22227,0.95581,1.30775,5.05422
0.0128201,0.292884,0.305551,1.33824,1.11095,1.30135,5.06143
0.0135771,0.294013,0.306805,1.11934,0.87009,1.29426,5.0693
0.0143218,0.295224,0.30815,1.07372,0.819531,1.28665,5.07775
0.0150652,0.296503,0.309562,1.23912,1.00461,1.27861,5.08663
0.0158217,0.297831,0.31104,1.21016,0.970562,1.27027,5.09591
0.0165743,0.299235,0.312566,1.17559,0.938662,1.26144,5.1055
0.0173214,0.300667,0.314189,0.916316,0.634372,1.25245,5.1157
0.0180727,0.302198,0.315871,1.10836,0.861387,1.24283,5.12627
0.0188188,0.303768,0.31758,0.822759,0.55329,1.23296,5.137
0.0195706,0.305485,0.319358,0.748382,0.502625,1.22218,5.14818
0.0203207,0.307287,0.321152,0.984149,0.759807,1.21085,5.15945
0.0210756,0.309134,0.323348,0.648767,0.305386,1.19924,5.17325
0.021943,0.311387,0.325265,0.846644,0.674551,1.18509,5.1853
0.0227034,0.313401,0.327548,0.527599,0.21099,1.17243,5.19964
0.0235702,0.3158,0.329555,0.882846,0.700761,1.15737,5.21225
0.0243254,0.317946,0.331598,0.760454,0.554707,1.14388,5.22508
0.0250764,0.320188,0.333669,0.346984,0.182188,1.12979,5.2381
0.0258304,0.322487,0.335795,0.292378,0.131263,1.11535,5.25145
0.0265826,0.324845,0.337968,0.617516,0.433171,1.10053,5.26511
0.0273225,0.327251,0.340204,0.182875,0.0261132,1.08541,5.27916
0.0280715,0.329651,0.342436,0.534821,0.352955,1.07033,5.29318
0.0288205,0.332079,0.344747,0.0994047,-0.0695472,1.05508,5.3077
0.0295739,0.334562,0.347058,0.577757,0.391921,1.03948,5.32222
0.0303236,0.337101,0.349396,-0.0152967,-0.151812,1.02353,5.33691
0.0310724,0.339683,0.351772,-0.069929,-0.201755,1.0073,5.35184
0.0318212,0.342273,0.354168,0.305029,0.141545,0.991028,5.3669
0.0325711,0.344868,0.356639,-0.156136,-0.309026,0.974721,5.38242
0.0333173,0.347438,0.359123,0.226809,0.0492146,0.958573,5.39803
0.0340644,0.350004,0.361637,-0.227568,-0.401679,0.942453,5.41382
0.0348128,0.352578,0.364099,0.145011,-0.025994,0.92628,5.4293
0.035567,0.355141,0.366567,-0.307767,-0.46462,0.910177,5.4448
0.0363148,0.357691,0.368994,-0.344029,-0.489888,0.894152,5.46005
0.0370731,0.36023,0.37141,0.16667,-0.00374168,0.8782,5.47523
0.0378226,0.362733,0.373759,-0.408174,-0.540028,0.862476,5.48999
0.0385706,0.365227,0.376041,-0.0417341,-0.185347,0.846806,5.50433
0.0393259,0.367732,0.378229,-0.488116,-0.558937,0.831062,5.51808
0.0400698,0.370246,0.380366,-0.124117,-0.230398,0.815268,5.5315
0.0408209,0.372706,0.382438,-0.552001,-0.587771,0.79981,5.54452
0.0415701,0.3751,0.384439,-0.568239,-0.596956,0.784772,5.5571
0.0423267,0.377415,0.386362,-0.205442,-0.290811,0.770223,5.56918
0.0432182,0.38008,0.388522,-0.303992,-0.363325,0.753481,5.58275
0.0439686,0.382277,0.390258,-0.263107,-0.322238,0.739678,5.59365
0.0447938,0.384734,0.39248,-0.343946,-0.435814,0.724239,5.60762
0.0456761,0.387176,0.394075,-0.775414,-0.619107,0.708894,5.61764
0.0464695,0.389216,0.395614,-0.347628,-0.375518,0.696075,5.62731
0.0472252,0.39122,0.397325,-0.697585,-0.707356,0.683485,5.63806
0.0480687,0.393404,0.398905,-0.437121,-0.434354,0.669762,5.64799
0.0489635,0.395127,0.400137,-0.390373,-0.39803,0.658935,5.65573
0.0497954,0.396006,0.401188,-0.411908,-0.556438,0.653413,5.66233
0.0506845,0.395873,0.401335,-0.104011,-0.242822,0.654247,5.66326
0.0515596,0.395192,0.400818,-0.0410097,-0.155029,0.658528,5.66001
0.0524312,0.394385,0.399967,0.154925,0.0738172,0.663597,5.65466
0.0533226,0.393705,0.399027,0.0174847,-0.0323113,0.667872,5.64875
0.0541905,0.393256,0.398181,-0.0127719,-0.034358,0.670695,5.64344
0.0550537,0.392794,0.396966,0.068427,0.237288,0.673598,5.6358
0.056078,0.39229,0.396148,0.0102254,-0.00782631,0.676762,5.63066
0.0569706,0.391587,0.395364,0.0534067,-0.000834046,0.681176,5.62574
0.0578061,0.390796,0.39467,0.205162,0.105225,0.686148,5.62138
0.0587118,0.389947,0.394021,0.0575404,-0.0359664,0.691484,5.6173
0.0595593,0.389057,0.393366,0.122831,0.00935462,0.697078,5.61319
0.0604248,0.388196,0.39275,0.267436,0.109249,0.702484,5.60932
0.0613783,0.387414,0.392129,0.130551,0.0226178,0.707401,5.60541
0.0621875,0.386793,0.391518,0.114495,0.0307367,0.711302,5.60157
0.0630904,0.386308,0.390878,0.0996652,0.0449895,0.714345,5.59755
0.0639334,0.385916,0.390305,0.151979,0.133134,0.716811,5.59395
0.0648148,0.385594,0.389605,0.0844288,0.0741875,0.718835,5.58955
0.0660921,0.384907,0.389222,0.116832,0.00846605,0.723152,5.58715
0.0669155,0.384371,0.388886,0.137609,0.0266742,0.726518,5.58503
0.0677312,0.383964,0.388495,0.186366,0.102032,0.729073,5.58258
0.0685438,0.383616,0.38813,0.11903,0.0428981,0.731264,5.58028
0.0693213,0.383377,0.387759,0.141389,0.106974,0.732765,5.57795
0.0700623,0.383197,0.387388,0.0983172,0.0552323,0.733898,5.57562
0.0708159,0.383001,0.387014,0.133278,0.119374,0.735129,5.57328
0.0716104,0.382827,0.386639,0.102524,0.0671566,0.73622,5.57092
0.0724106,0.38267,0.386302,0.102116,0.0659131,0.737207,5.5688
0.0733261,0.382496,0.386,0.107021,0.0647354,0.738299,5.5669
0.0740694,0.382321,0.385709,0.136327,0.112452,0.739397,5.56508
0.0748508,0.382111,0.385345,0.118849,0.084856,0.740716,5.56279
0.075672,0.381795,0.385041,0.18953,0.126647,0.742707,5.56087
