Elapsed Time,Phi 1,Phi 2,Motor0 Velocity,Motor1 Velocity,Motor Torque 0,Motor Torque 1
0.0385198,0.728406,5.59152,-0.00358447,-0.00145832,0.361283,-0.237593
0.0397354,0.728477,5.59145,-0.00952212,-0.00598827,0.358184,-0.240881
0.0409341,0.728454,5.59144,-0.00517936,-0.00595102,0.351712,-0.244262
0.0422641,0.728354,5.59148,0.00296319,-0.00028858,0.356788,-0.240701
0.0434948,0.728283,5.59152,0.00560302,0.000598039,0.344649,-0.250542
0.0447589,0.728324,5.59145,0.00429126,-0.00437522,0.353848,-0.242804
0.0460045,0.728473,5.59144,-0.00852048,-0.00297824,0.356506,-0.250581
0.047263,0.728327,5.59143,0.00380231,-0.00512028,0.336486,-0.250319
0.0484611,0.728248,5.5916,0.00654273,0.00764256,0.349561,-0.248128
0.0496733,0.728264,5.59145,0.00350475,-0.00591004,0.341892,-0.245024
0.0508556,0.728338,5.59147,-0.000318791,-0.00197986,0.347982,-0.249192
0.0520071,0.728326,5.59144,0.000824874,-0.00408093,0.339823,-0.253961
0.0532382,0.728261,5.59156,0.00507124,0.00631636,0.344845,-0.252437
0.0544484,0.728373,5.59148,-0.00482965,-0.00184948,0.344552,-0.255254
0.0555784,0.728298,5.5914,0.00189496,-0.00680039,0.332021,-0.253836
0.0566861,0.728371,5.59144,-0.00436026,-0.00328371,0.342472,-0.254681
0.0579207,0.728295,5.59158,0.00207983,0.00472194,0.33572,-0.264256
0.0591311,0.728303,5.59153,0.00354434,0.000434127,0.3394,-0.258053
0.0603702,0.728353,5.59152,-0.00214465,-0.000437591,0.335213,-0.265443
0.0616393,0.728297,5.59155,0.00357134,0.00238245,0.336858,-0.260766
0.0628615,0.728266,5.59147,0.0047937,-0.00175634,0.326497,-0.262389
0.0641239,0.72834,5.5914,-0.000430084,-0.00620062,0.331923,-0.264457
0.0653886,0.72827,5.59142,0.00451338,-0.000191722,0.332471,-0.262929
0.0666197,0.728354,5.59147,-0.00351323,0.00235638,0.331261,-0.274687
0.0678208,0.728397,5.59138,-0.00426434,-0.00517989,0.331507,-0.265088
0.0690163,0.728255,5.59135,0.00536507,-0.00409955,0.314029,-0.269306
0.0702655,0.728309,5.59147,-0.000886432,0.00561228,0.325647,-0.281916
0.0715247,0.728438,5.59141,-0.00974238,5.41462e-05,0.3284,-0.269318
0.0727687,0.728361,5.59136,-0.00143265,-0.00285158,0.31493,-0.272504
0.0740197,0.728291,5.59155,0.00474248,0.0117739,0.324422,-0.273181
0.0752769,0.72842,5.59144,-0.00310577,-3.52595e-05,0.324756,-0.274429
0.0765019,0.728289,5.59146,0.00563469,0.000210609,0.307986,-0.280877
0.0777722,0.728383,5.59146,-0.00244174,0.00120526,0.321585,-0.276047
0.0789905,0.728263,5.59157,0.00634156,0.00913268,0.306716,-0.290389
0.0802686,0.728391,5.59138,-0.00273418,-0.00669235,0.318993,-0.277552
0.0815251,0.72831,5.59144,0.00392664,-0.000124667,0.306143,-0.288631
0.0827355,0.728405,5.59136,-0.00427552,-0.00460247,0.315364,-0.281937
0.0839051,0.728369,5.59137,-0.00156676,-0.00265786,0.315059,-0.281014
0.0851127,0.728348,5.59143,-0.00217073,0.00350749,0.30672,-0.292592
0.0863538,0.72837,5.59144,-0.00147782,0.00366023,0.312802,-0.284336
0.0874944,0.728252,5.59139,0.00555553,-0.00128696,0.30356,-0.285712
0.0887408,0.728285,5.59136,0.0013506,-0.0031347,0.309163,-0.285586
0.0899889,0.728576,5.59135,-0.0180782,-0.00221083,0.321788,-0.295074
0.0912366,0.728468,5.59151,-0.00462476,0.010634,0.297713,-0.305266
0.0924832,0.728311,5.59137,0.00855252,-0.00208789,0.305761,-0.289482
0.0936776,0.728299,5.59136,0.00424283,-0.00192398,0.297505,-0.295553
0.0948698,0.728343,5.59137,-0.00260891,-0.00160361,0.303753,-0.291876
0.0961128,0.728376,5.59131,-0.00466714,-0.0040474,0.29801,-0.295774
0.0974016,0.728438,5.59137,-0.00681198,3.55206e-05,0.299745,-0.305102
0.0986164,0.728385,5.59136,-0.000787715,-0.000467394,0.300526,-0.295647
0.0998614,0.728306,5.59136,0.00563049,-0.000258777,0.287287,-0.30252
0.10112,0.728301,5.5913,0.00375062,-0.00406975,0.296816,-0.297182
0.102369,0.728356,5.59136,-5.98877e-05,0.000989195,0.293499,-0.309389
0.103612,0.728324,5.59136,0.00262884,0.000776854,0.294762,-0.300517
0.104584,0.728327,5.59127,0.00358671,-0.00443855,0.288247,-0.300213
0.105352,0.728381,5.59122,-0.00135256,-0.0066849,0.293385,-0.300614
0.106093,0.72853,5.59125,-0.0115408,-0.00140244,0.299593,-0.308645
0.106841,0.728364,5.59126,0.00301255,0.000419225,0.291771,-0.302535
0.107588,0.7283,5.59115,0.0068957,-0.00775779,0.289964,-0.301788
0.108344,0.728335,5.59123,0.00349357,-0.00136146,0.288494,-0.312374
0.109089,0.728434,5.59112,-0.00403757,-0.00777641,0.290062,-0.303271
0.109842,0.728282,5.59107,0.00717649,-0.00977689,0.287269,-0.302946
0.110591,0.728518,5.59121,-0.0119394,0.00287419,0.300544,-0.319468
0.111337,0.728302,5.59114,0.0060114,-0.00366369,0.286221,-0.305424
0.112091,0.728384,5.59109,-0.00196537,-0.0060516,0.286913,-0.307256
0.112839,0.728386,5.59101,-0.00136281,-0.0097918,0.285453,-0.305556
0.113607,0.728272,5.591,0.00657066,-0.00827933,0.28321,-0.305846
0.114341,0.728247,5.59106,0.00602957,-0.00216613,0.279949,-0.310922
0.115089,0.728275,5.59112,0.00322722,0.00357827,0.282078,-0.308903
0.115842,0.72832,5.591,0.000863984,-0.00590632,0.281576,-0.308167
0.116611,0.728262,5.59097,0.00435877,-0.00584671,0.272537,-0.31035
0.117381,0.72836,5.59097,-0.00309786,-0.00410328,0.280454,-0.309417
0.118093,0.728362,5.59107,-0.00137724,0.00397688,0.28005,-0.311495
0.118841,0.72833,5.59099,0.00111591,-0.00260944,0.272502,-0.310077
0.11961,0.728338,5.59097,-0.000348598,-0.00290373,0.277969,-0.311681
0.120811,0.728362,5.59097,-0.0004096,-0.00167439,0.272279,-0.319179
0.121564,0.728405,5.59101,-0.00437564,0.000717247,0.276957,-0.314281
0.122339,0.728279,5.59098,0.00528544,-0.00145087,0.274528,-0.314371
0.123094,0.728298,5.59097,0.00274293,-0.00139872,0.271157,-0.318721
0.123841,0.728352,5.59094,-0.00302196,-0.00195751,0.273841,-0.315601
0.124595,0.728319,5.59093,0.000452805,-0.00144342,0.266843,-0.319058
0.125385,0.728338,5.59092,-0.00156211,-0.00127206,0.272074,-0.316831
0.126094,0.728412,5.59093,-0.00682408,0.000445301,0.272306,-0.317837
0.126843,0.728379,5.59089,-0.00389368,-0.0014397,0.265061,-0.319093
0.127594,0.728486,5.59097,-0.0108451,0.00407001,0.271816,-0.319951
0.128343,0.728297,5.59085,0.0049497,-0.00550771,0.268421,-0.318769
0.129093,0.728462,5.5908,-0.00868999,-0.00848422,0.274939,-0.321253
0.129844,0.728476,5.59079,-0.00701733,-0.00776152,0.269005,-0.319966
0.130593,0.728385,5.59063,-0.00020238,-0.0160503,0.266734,-0.318545
0.13134,0.728442,5.59068,-0.00584759,-0.00771681,0.266581,-0.327099
0.132094,0.728459,5.59065,-0.00500568,-0.00744114,0.266195,-0.320422
0.132842,0.728284,5.59072,0.00805426,-0.00150675,0.263439,-0.321655
0.133604,0.728283,5.59064,0.00620698,-0.00712076,0.257999,-0.320503
0.134342,0.72838,5.59063,-0.0031747,-0.00536988,0.262911,-0.32224
0.135218,0.728304,5.59065,0.00376226,-0.00241945,0.252359,-0.328158
0.135968,0.728345,5.59059,0.00075921,-0.00509793,0.260761,-0.323331
0.136719,0.728294,5.59062,0.00480953,-0.0023822,0.259434,-0.324293
0.137472,0.728357,5.59065,-0.000577238,0.000422948,0.259533,-0.331577
0.138255,0.728377,5.5906,-0.00131764,-0.0031347,0.258879,-0.325757
0.138968,0.728379,5.59059,-0.000702501,-0.00285531,0.258169,-0.326338
0.139719,0.728366,5.59059,-0.000961874,-0.00196869,0.252591,-0.330748
0.140474,0.728426,5.59059,-0.00600173,-0.00122363,0.257248,-0.327974
0.141219,0.728457,5.59065,-0.00610743,0.00325044,0.25704,-0.329569
0.141966,0.728382,5.5906,-0.000672698,-0.000877178,0.246869,-0.330211
0.14272,0.728308,5.59059,0.00515086,-0.00135029,0.253533,-0.329966
0.143467,0.728439,5.59059,-0.00554864,-0.00104109,0.25626,-0.333289
0.144218,0.728486,5.59059,-0.00787508,-0.000668562,0.254255,-0.33189
0.144971,0.728527,5.59056,-0.00811955,-0.00137264,0.253949,-0.332389
0.145724,0.728422,5.59059,0.000925452,0.000717246,0.242173,-0.337836
0.146469,0.728618,5.59063,-0.0121657,0.00260597,0.253761,-0.334973
0.147219,0.728437,5.5906,0.00317693,-0.000169373,0.250671,-0.334895
0.147972,0.728441,5.59053,0.00179345,-0.00461365,0.245786,-0.334769
0.148722,0.728581,5.59058,-0.00858847,-9.11429e-05,0.250913,-0.336483
0.149474,0.728397,5.59044,0.00480022,-0.0109019,0.247507,-0.334976
0.150219,0.728533,5.59056,-0.00496703,0.00070607,0.253542,-0.349434
0.15097,0.72834,5.59056,0.00958489,0.00159269,0.245612,-0.337915
0.151719,0.728536,5.59041,-0.006215,-0.00901694,0.246931,-0.337276
0.152469,0.7284,5.59048,0.00495901,-0.000120944,0.233482,-0.345639
0.153221,0.728466,5.59047,-0.0019691,0.000989193,0.244694,-0.339305
0.153971,0.728328,5.59043,0.00807568,-0.0011305,0.230102,-0.339997
0.154719,0.728412,5.59027,0.000457462,-0.0122207,0.242015,-0.338136
0.155468,0.728433,5.59025,-0.000597261,-0.00895733,0.241506,-0.338795
0.156221,0.728418,5.5902,-0.000407737,-0.00974337,0.235328,-0.339323
0.156972,0.728435,5.59019,-0.000905063,-0.00703508,0.23987,-0.339523
0.157719,0.728556,5.59024,-0.0101331,-0.00175262,0.240759,-0.341216
0.158469,0.728436,5.59033,0.000292152,0.00494545,0.228586,-0.351091
0.159221,0.728488,5.59026,-0.00251672,-0.00245298,0.238452,-0.342751
0.159972,0.728468,5.59021,-0.000664316,-0.00490794,0.237326,-0.342832
0.160721,0.728521,5.5902,-0.00422756,-0.00388349,0.236382,-0.34728
0.161474,0.728452,5.5902,0.00192336,-0.00259826,0.235603,-0.344198
0.162219,0.728418,5.5902,0.00456459,-0.00158871,0.23444,-0.344888
0.162971,0.728473,5.59027,-0.00181403,0.00306791,0.234276,-0.354395
0.163722,0.728504,5.59022,-0.00299542,-0.000985211,0.23405,-0.346802
0.164472,0.728461,5.59021,0.00279788,-0.00140617,0.226349,-0.350209
0.165222,0.728529,5.59021,-0.00346061,-0.00104482,0.232832,-0.348199
0.165966,0.728464,5.59021,0.00196714,-0.000661111,0.231274,-0.348792
0.166723,0.728544,5.59021,-0.00522081,-0.000396615,0.232263,-0.354168
0.167472,0.728498,5.59021,0.000409964,-0.000232702,0.2302,-0.350395
0.168222,0.728598,5.59021,-0.00716681,-0.000120944,0.230701,-0.351395
0.168972,0.728554,5.59015,-0.000563268,-0.00402877,0.222471,-0.351414
0.169722,0.728391,5.59015,0.0105306,-0.00236729,0.226464,-0.351627
0.170471,0.728504,5.59014,0.00117318,-0.00222573,0.227099,-0.352544
0.171218,0.728453,5.59017,0.00606216,0.00140642,0.219292,-0.358807
0.171971,0.728503,5.59021,0.000538488,0.00342926,0.225759,-0.3549
0.172722,0.728483,5.59015,0.00262372,-0.00120873,0.22463,-0.354935
0.173469,0.728525,5.59,0.000431851,-0.0119078,0.222828,-0.351492
0.174221,0.728447,5.59008,0.00563794,-0.00156263,0.222506,-0.35545
0.174971,0.728466,5.59002,0.00153081,-0.00699038,0.218716,-0.355999
0.175722,0.728449,5.59005,0.00416226,-0.00387231,0.22093,-0.356496
0.176469,0.728482,5.59013,0.00133896,0.00256127,0.220795,-0.358326
0.177226,0.728442,5.59004,0.00375248,-0.00363389,0.212617,-0.356559
0.177973,0.728567,5.58998,-0.00602687,-0.00595102,0.219988,-0.358167
0.178721,0.728645,5.59001,-0.00914401,-0.00147322,0.220298,-0.359545
0.179474,0.728447,5.58988,0.00801608,-0.0104176,0.200634,-0.353029
0.180234,0.728436,5.59001,0.00815345,0.00208815,0.216159,-0.360481
0.180974,0.728607,5.59003,-0.005659,0.00355592,0.217622,-0.361971
0.181722,0.728571,5.59,-0.000872001,-0.000884628,0.210231,-0.363825
0.182469,0.728366,5.58992,0.0141446,-0.00527675,0.212822,-0.361414
0.18322,0.72859,5.58983,-0.00504107,-0.00954965,0.214638,-0.361579
0.183973,0.728435,5.58996,0.00796811,0.00178641,0.200418,-0.374443
0.184719,0.728435,5.58989,0.00737626,-0.00388349,0.21137,-0.363503
0.185472,0.728484,5.58985,0.00200998,-0.00587652,0.209885,-0.366043
0.186223,0.728498,5.58985,0.000682376,-0.00539596,0.210545,-0.364628
0.186969,0.728626,5.58982,-0.00787508,-0.00550771,0.211325,-0.365335
0.187724,0.728653,5.58982,-0.00710395,-0.00394682,0.208613,-0.369968
0.188471,0.728655,5.58982,-0.00492838,-0.00245298,0.210185,-0.366905
0.189225,0.728651,5.58992,-0.00304152,0.00614127,0.209625,-0.368881
0.189972,0.72858,5.58991,0.000897977,0.00350376,0.200013,-0.372089
0.19072,0.728557,5.58984,0.00273641,-0.00196869,0.206768,-0.369177
0.191472,0.728591,5.58982,-0.00107084,-0.00235984,0.2064,-0.369817
0.192221,0.7286,5.58982,-0.002045,-0.00174145,0.202468,-0.374351
0.192977,0.728525,5.58982,0.00148844,-0.00112305,0.20407,-0.371145
0.193723,0.728514,5.58973,0.00168122,-0.00832031,0.202944,-0.370677
0.194471,0.728565,5.58971,-0.00220193,-0.00842462,0.201777,-0.374179
0.195224,0.728494,5.5898,0.00215107,0.000400595,0.201372,-0.373028
0.195976,0.728623,5.58982,-0.0069866,0.00187209,0.206085,-0.380521
0.196728,0.728622,5.58983,-0.00560033,0.00156661,0.20155,-0.375218
0.197473,0.728572,5.58983,-0.0018131,0.00107487,0.200168,-0.375835
0.198224,0.728561,5.58983,-0.00183359,0.000676267,0.194831,-0.380268
0.198974,0.728589,5.58983,-0.00345735,0.000419222,0.198884,-0.377362
0.199723,0.728643,5.58975,-0.0058881,-0.00532145,0.198616,-0.377286
0.200474,0.728526,5.58965,0.00406168,-0.0114198,0.190579,-0.37526
0.201219,0.728593,5.58966,-0.00256468,-0.0081862,0.196263,-0.377472
0.201974,0.728612,5.58965,-0.00390113,-0.00675196,0.195731,-0.378226
0.202724,0.728536,5.58964,0.00197086,-0.00670353,0.185725,-0.381376
0.203472,0.728502,5.58974,0.00398811,0.00161504,0.193073,-0.380505
0.20422,0.72856,5.58966,-0.00103265,-0.00353704,0.192851,-0.38042
0.204967,0.728635,5.58963,-0.00561104,-0.00231142,0.193296,-0.383591
0.205722,0.72865,5.58961,-0.00476027,-0.00121991,0.19236,-0.381569
0.206471,0.728651,5.58965,-0.00327388,0.00237127,0.188181,-0.388836
0.20722,0.728504,5.58956,0.00837883,-0.0046509,0.188911,-0.382099
0.207969,0.728613,5.58945,-0.00147783,-0.010887,0.189231,-0.381636
0.208723,0.728593,5.58946,-4.73159e-05,-0.00707234,0.183317,-0.387173
0.209473,0.728541,5.58948,0.0047299,-0.00390957,0.186912,-0.38339
0.210223,0.728623,5.58944,-0.00217073,-0.00528047,0.187086,-0.383838
0.210974,0.728643,5.58948,-0.00278354,-0.00123108,0.184269,-0.391552
0.21172,0.72855,5.58944,0.00555506,-0.00322411,0.184695,-0.385214
0.212473,0.72845,5.58944,0.01035,-0.00265042,0.182661,-0.385624
0.213221,0.728604,5.58944,-0.00310392,-0.00176007,0.188954,-0.391649
0.21397,0.728544,5.58944,0.00115223,-0.00111187,0.182355,-0.387389
0.214721,0.728629,5.58944,-0.00477052,-0.000676014,0.182675,-0.388371
0.215475,0.728573,5.5895,0.00108843,0.00360807,0.174635,-0.396825
0.21622,0.728633,5.58945,-0.00318354,-0.000672289,0.181252,-0.390051
0.216975,0.728598,5.58944,-0.000278748,-0.00122736,0.174088,-0.393524
0.217725,0.728513,5.58936,0.00557461,-0.00653962,0.178026,-0.39013
0.218467,0.728619,5.58942,-0.00315607,-0.000567981,0.178756,-0.391882
0.219226,0.728644,5.58944,-0.00375538,0.000653914,0.176028,-0.397887
0.219971,0.7286,5.58935,-2.30997e-05,-0.00696803,0.176817,-0.392383
0.220723,0.72856,5.58932,0.00317786,-0.00563065,0.175516,-0.392733
0.221472,0.728628,5.58932,-0.00224058,-0.00314216,0.175641,-0.39792
0.222221,0.728568,5.58934,0.00300137,7.6495e-05,0.174156,-0.394465
0.22297,0.728629,5.5893,-0.00195327,-0.00345881,0.17406,-0.394819
0.22372,0.728643,5.58939,-0.00224896,0.00419294,0.171235,-0.40578
0.224473,0.728607,5.58929,9.70419e-05,-0.00262434,0.17227,-0.396201
0.225228,0.728638,5.58927,-0.00191461,-0.00246043,0.171844,-0.39677
0.225977,0.728567,5.58924,0.0039164,-0.00388349,0.162075,-0.398628
0.226726,0.728627,5.58927,-0.00122497,0.000400595,0.17021,-0.398246
0.227474,0.728642,5.58908,-0.00181077,-0.0122021,0.164999,-0.389557
0.228222,0.728568,5.58912,0.00424189,-0.00718782,0.167589,-0.397663
0.228972,0.728626,5.58913,-0.000962337,-0.0053438,0.167603,-0.398715
0.229724,0.728641,5.58909,-0.00163941,-0.00736291,0.165312,-0.399706
0.230473,0.728615,5.58912,-0.000319724,-0.00179733,0.165949,-0.40014
0.231222,0.728601,5.58906,-2.63573e-05,-0.0052991,0.164871,-0.400074
0.231974,0.728599,5.58908,-0.000612159,-0.00343645,0.160321,-0.405829
0.232724,0.728638,5.58906,-0.00292743,-0.00388721,0.163816,-0.401579
0.233479,0.728616,5.58911,-0.00150576,0.00116801,0.162932,-0.403
0.234273,0.728643,5.58906,-0.00263266,-0.00233749,0.159534,-0.404627
0.235097,0.728502,5.58906,0.00842959,-0.00209907,0.159739,-0.403611
0.235849,0.728613,5.58906,-0.00153696,-0.00144342,0.162889,-0.4092
0.236596,0.728642,5.58906,-0.00293488,-0.000921882,0.159988,-0.405471
0.237357,0.728646,5.58915,-0.00228854,0.00708377,0.159529,-0.407454
0.238098,0.728645,5.58908,-0.00148993,5.4144e-05,0.154279,-0.406903
0.238847,0.728595,5.58898,0.0018754,-0.00678549,0.156981,-0.406719
0.239596,0.728596,5.58904,0.000530109,-0.00101129,0.156376,-0.408161
0.24035,0.728636,5.58906,-0.00223732,0.000300013,0.154711,-0.414196
0.241099,0.728644,5.58906,-0.00209482,0.000422947,0.15553,-0.410023
0.241848,0.728645,5.58906,-0.00145035,0.000311188,0.154787,-0.41078
0.242596,0.728567,5.58906,0.00469079,0.00019943,0.144795,-0.41467
0.243346,0.728626,5.5889,-0.000617746,-0.0115911,0.152652,-0.410261
0.244099,0.728603,5.58899,0.000355021,-0.00168184,0.151829,-0.412007
0.244846,0.728637,5.58881,-0.00195652,-0.0127944,0.1481,-0.404849
0.245678,0.728644,5.58895,-0.0018117,0.000314913,0.150678,-0.413272
0.246436,0.728644,5.58895,-0.00124965,0.000765673,0.146058,-0.417779
0.247222,0.728582,5.58901,0.00328962,0.00522112,0.148514,-0.415408
0.247973,0.728629,5.58888,-0.000834744,-0.00522832,0.14803,-0.414655
0.248722,0.728641,5.58893,-0.00135163,-0.00029976,0.144682,-0.422485
0.249474,0.728643,5.58888,-0.00103218,-0.00257591,0.146704,-0.416202
0.250223,0.728643,5.58882,-0.000672694,-0.00494892,0.1458,-0.416205
0.250972,0.728581,5.58887,0.00365051,0.000642738,0.137317,-0.423747
0.251721,0.728629,5.58879,-0.00066664,-0.00629748,0.144031,-0.41718
0.252473,0.728641,5.58867,-0.00123149,-0.0115166,0.143151,-0.416572
0.253228,0.728614,5.58865,1.695e-05,-0.00906164,0.136418,-0.419576
0.253973,0.728638,5.58866,-0.00159889,-0.00594358,0.141574,-0.417857
0.254725,0.728643,5.58871,-0.00140937,-0.000892082,0.137818,-0.426283
0.255471,0.72874,5.58868,-0.00860989,-0.00279943,0.141395,-0.419859
0.256225,0.728665,5.58867,-0.00096094,-0.00231514,0.13969,-0.420348
0.256973,0.728645,5.58872,0.000659096,0.00117173,0.13647,-0.424868
0.257721,0.72864,5.58868,0.000769458,-0.00163714,0.137909,-0.421908
0.258474,0.728579,5.5886,0.00457344,-0.00723625,0.136176,-0.421452
0.259223,0.728627,5.58866,-5.8488e-05,-0.00109697,0.135485,-0.43058
0.259975,0.72864,5.58867,-0.000888762,0.000322362,0.135625,-0.424041
0.260725,0.728642,5.58868,-0.000763499,0.000467649,0.13492,-0.424847
0.261477,0.728642,5.58868,-0.000518096,0.000352165,0.13033,-0.429512
0.262223,0.728642,5.58868,-0.000324846,0.000240406,0.133418,-0.426355
0.262977,0.728679,5.58864,-0.00193697,-0.00160361,0.133034,-0.426725
0.263725,0.728648,5.58847,0.000721961,-0.0124181,0.12483,-0.41956
0.264471,0.72864,5.58846,0.000993907,-0.0111813,0.130613,-0.425927
0.265222,0.728668,5.58848,-0.000214019,-0.00789936,0.128132,-0.43195
0.265971,0.728644,5.58845,0.00143861,-0.00806699,0.129124,-0.427259
0.266722,0.728638,5.58845,0.0013385,-0.00557105,0.128318,-0.428073
0.26747,0.728638,5.58846,0.000911019,-0.00343646,0.123821,-0.433285
0.268221,0.728639,5.5885,0.000562704,0.000475098,0.126934,-0.430093
0.268974,0.72864,5.58851,0.000339187,0.00166347,0.126211,-0.430966
0.269725,0.72864,5.58852,0.000200886,0.000951935,0.12176,-0.436434
0.270471,0.72864,5.58845,0.000117532,-0.00327627,0.124581,-0.431738
0.271224,0.728641,5.5883,6.91034e-05,-0.0118146,0.123459,-0.43065
0.271979,0.728641,5.58827,4.06981e-05,-0.00984768,0.118587,-0.433261
0.272726,0.728641,5.5884,2.57969e-05,0.00171935,0.122205,-0.433363
0.273485,0.728641,5.58838,1.22928e-05,0.000784297,0.121407,-0.433925
0.274225,0.728641,5.5883,8.10181e-06,-0.0046211,0.116174,-0.432905
0.274979,0.728641,5.58828,5.30784e-06,-0.00424857,0.119671,-0.434209
0.275727,0.728641,5.58828,2.51387e-06,-0.00295589,0.115084,-0.438721
0.276478,0.728641,5.58829,-2.80095e-07,-0.00184576,0.118177,-0.435732
0.277227,0.728641,5.58824,-3.07406e-06,-0.00388349,0.117311,-0.435903
0.277976,0.728641,5.58828,-5.86803e-06,-2.03661e-05,0.11309,-0.443327
0.278723,0.728641,5.58826,-8.662e-06,-0.000296038,0.115871,-0.437673
0.279476,0.728641,5.58829,-1.1456e-05,0.00158523,0.115189,-0.438783
0.280331,0.728689,5.58829,-0.00275094,0.00134682,0.113336,-0.444743
0.281101,0.72865,5.58825,0.000661424,-0.00182713,0.113568,-0.439883
0.28185,0.728678,5.58824,-0.000661985,-0.00152166,0.113145,-0.440577
0.282597,0.728646,5.58828,0.00166073,0.00206207,0.106721,-0.448169
0.283347,0.728638,5.58827,0.00161789,0.00113075,0.111221,-0.442337
0.2841,0.728638,5.58815,0.00111591,-0.005314,0.105574,-0.439056
0.284847,0.728639,5.58807,0.00070054,-0.0103804,0.109225,-0.441329
0.285607,0.728639,5.58806,0.000428128,-0.00818248,0.108453,-0.442001
0.286351,0.728678,5.58806,-0.00148947,-0.00601808,0.107416,-0.44501
0.2871,0.728647,5.58807,0.000978539,-0.00450934,0.10708,-0.44361
0.287849,0.728639,5.58804,0.00115502,-0.00422622,0.106175,-0.444036
0.288598,0.728639,5.58807,0.00083139,-0.00184948,0.101752,-0.450417
0.289355,0.728716,5.58813,-0.00506249,0.00415568,0.105838,-0.44684
0.290096,0.728657,5.58803,0.000395065,-0.00483717,0.104111,-0.446142
0.290848,0.728642,5.58809,0.00126492,0.000501176,0.0989322,-0.454749
0.291598,0.728639,5.58797,0.00104001,-0.00734056,0.102245,-0.446936
0.292351,0.728715,5.58796,-0.00485387,-0.00563065,0.102411,-0.447742
0.293096,0.728685,5.5879,-0.000442195,-0.00766466,0.0952861,-0.44786
0.293848,0.728646,5.58789,0.00227447,-0.00575731,0.0998861,-0.448214
0.294599,0.728637,5.5879,0.00210637,-0.00372703,0.0947126,-0.452936
0.29535,0.728666,5.5879,0.000480281,-0.00227417,0.0986511,-0.44985
0.296098,0.728679,5.5879,0.000153386,-0.00134657,0.0980833,-0.450668
0.296848,0.728674,5.58791,0.00141486,-0.000810127,0.0931058,-0.455344
0.297605,0.728779,5.58791,-0.00659172,-0.000486027,0.0978289,-0.45246
0.298351,0.728763,5.58791,-0.00273371,-0.000284861,0.0968823,-0.453178
0.299099,0.728725,5.58783,0.00230195,-0.00576476,0.0889528,-0.452067
0.299847,0.728705,5.58781,0.00278111,-0.00567163,0.0944321,-0.453361
0.300598,0.728642,5.5879,0.00599045,0.00232657,0.0931139,-0.455051
0.301356,0.72866,5.58791,0.00386331,0.00221108,0.0897623,-0.46055
0.3021,0.728635,5.58784,0.00418555,-0.00400643,0.0913578,-0.455713
0.302847,0.728694,5.58777,-0.00101356,-0.00723998,0.0911734,-0.455783
0.303598,0.728696,5.58785,-0.0004394,0.0014772,0.0874797,-0.466219
