Elapsed Time,Motor0 Position,Motor1 Position,Motor0 Velocity,Motor1 Velocity,Motor Torque 0,Motor Torque 1
4.26e-07,0.383283,0.390507,-0.00465454,-0.0046369,-0.00269865,-0.0242296
0.00233686,0.38329,0.390508,-0.000793742,-0.00199567,0.478397,-0.0839016
0.00420374,0.383387,0.390517,0.0330785,0.0053208,0.566019,-0.164721
0.00609738,0.383396,0.390486,0.00917886,-0.00830631,0.486206,-0.186045
0.007934,0.383377,0.39039,-0.00234579,-0.0353892,0.53402,-0.166934
0.00984929,0.383384,0.390295,-0.000261491,-0.047962,0.552371,-0.130145
0.0116832,0.383409,0.390218,0.00572645,-0.0439722,0.541007,-0.147429
0.0135834,0.383397,0.390138,0.000890555,-0.0438791,0.504836,-0.128528
0.0154371,0.383409,0.390066,0.0016752,-0.0412155,0.53748,-0.116754
0.0174496,0.383423,0.389987,0.00619351,-0.0396397,0.509528,-0.12822
0.0193179,0.383409,0.389911,-0.00523429,-0.0409697,0.516325,-0.122928
0.0211987,0.383423,0.389821,0.00172735,-0.0445608,0.536583,-0.0994019
0.0230795,0.383413,0.389703,-0.00344009,-0.0548389,0.499115,-0.0902318
0.024974,0.383414,0.389645,-0.00279888,-0.0407312,0.523518,-0.0967098
0.0268047,0.383423,0.38962,0.002539,-0.021464,0.500611,-0.114501
0.0286987,0.383429,0.389569,0.00270803,-0.0237812,0.479765,-0.119362
0.03058,0.383413,0.389522,-0.00467829,-0.0242804,0.511058,-0.104969
0.0325206,0.383423,0.389472,0.000760635,-0.0233379,0.497247,-0.0937934
0.0344889,0.383423,0.38946,0.0002824,-0.0114058,0.4819,-0.116429
0.036445,0.383423,0.389399,7.00589e-05,-0.0211176,0.4878,-0.119712
0.0383249,0.383423,0.389393,1.69735e-05,-0.00979643,0.487947,-0.107335
0.0401958,0.383418,0.389343,-0.000990252,-0.0193891,0.475097,-0.091959
0.0420997,0.383422,0.389332,0.00296694,-0.0106383,0.49007,-0.130105
0.0439355,0.383424,0.389295,0.00134271,-0.017858,0.460333,-0.116032
0.0458145,0.383418,0.389277,-0.000633555,-0.0108134,0.470421,-0.10917
0.0476843,0.383423,0.389237,0.00100138,-0.0220452,0.466984,-0.135317
0.0495521,0.383423,0.389229,0.000340143,-0.010698,0.470397,-0.126252
0.0511314,0.383423,0.389216,0.000110572,-0.00770655,0.457784,-0.114416
