Elapsed Time,Motor0 Position,Motor1 Position,Motor0 Velocity,Motor1 Velocity,Motor Torque 0,Motor Torque 1
5e-07,0,0,0,0,0,0
0.00098024,0,0,0,0,0,0
0.00147204,0.381205,0.388876,0.00410357,0.00593361,0.170877,0
0.00295505,0,0.383655,0,-1.06962,-0.873844,-0.431396
0.0160021,0.373808,0.381062,-1.25919,-1.26283,0.255154,0.254195
0.0178959,0.371398,0.378741,-1.26295,-1.23448,-0.529372,-0.514093
0.0198714,0.369127,0.376606,-1.18112,-1.12807,-0.877008,-0.869377
0.0218283,0.366614,0.373902,-1.24385,-1.285,-0.925617,-0.910254
0.0237005,0.363864,0.370861,-1.39259,-1.50046,-0.863956,-0.870824
0.0255838,0.360858,0.367538,-1.52181,-1.6739,-0.909958,-0.906299
0.0274613,0.357784,0.363992,-1.59693,-1.81484,-0.913209,-0.879752
0.0293267,0.354537,0.360336,-1.6846,-1.89771,-0.897495,-0.922361
0.0312124,0.35098,0.356664,-1.82572,-1.93425,-0.922952,-0.878444
0.0330782,0.347097,0.352903,-1.98308,-1.9802,-0.860834,-0.900614
0.0349608,0.343109,0.349014,-2.07108,-2.04115,-0.941642,-0.905308
0.0368497,0.339091,0.345105,-2.11314,-2.06847,-0.909828,-0.926747
0.0387156,0.335118,0.341152,-2.1162,-2.09516,-0.95969,-0.901578
0.040586,0.33111,0.337127,-2.12664,-2.12922,-0.904648,-0.940887
0.0424601,0.327144,0.333097,-2.12108,-2.13834,-0.917114,-0.891928
0.044328,0.323208,0.329131,-2.10601,-2.12253,-0.873532,-0.915685
0.0462128,0.319368,0.324654,-2.0705,-2.11505,-0.928949,-0.910299
0.0485409,0.314765,0.320464,-2.05326,-2.10391,-0.910364,-0.927162
0.0503302,0.31104,0.316494,-2.00864,-2.11403,-0.963884,-0.898969
0.0522019,0.307369,0.312548,-1.97299,-2.10987,-0.906238,-0.92926
0.0540735,0.30373,0.308648,-1.95382,-2.09001,-0.951935,-0.88575
0.055961,0.300089,0.304762,-1.94276,-2.07804,-0.903789,-0.943394
0.0578461,0.296598,0.300956,-1.88846,-2.04928,-0.947979,-0.903154
0.0596989,0.293261,0.297259,-1.82096,-2.00145,-0.912351,-0.944272
0.0615806,0.290091,0.293669,-1.73667,-1.9411,-0.951935,-0.919591
0.0634522,0.287029,0.290236,-1.67092,-1.86859,-0.963167,-0.935917
0.0653347,0.284122,0.287048,-1.59063,-1.75524,-0.914301,-0.962094
0.0672087,0.281438,0.284024,-1.48777,-1.65919,-0.92697,-0.899887
0.0692146,0.278761,0.28105,-1.38622,-1.5432,-0.91395,-0.955355
0.0712849,0.276276,0.278249,-1.28722,-1.44903,-0.907874,-0.951978
0.0730755,0.274092,0.275741,-1.20784,-1.3786,-0.918444,-0.908547
0.0749488,0.272,0.273414,-1.14952,-1.28935,-0.951437,-0.951383
0.0768658,0.269934,0.271245,-1.11452,-1.20718,-0.92009,-0.927163
0.0787095,0.268023,0.269201,-1.04748,-1.13314,-0.930425,-0.909078
0.0805904,0.266216,0.267247,-0.994954,-1.07721,-0.924313,-0.93694
0.0825856,0.26439,0.265262,-0.93897,-1.0224,-0.935651,-0.941458
0.084612,0.262664,0.263398,-0.888172,-0.962455,-0.93573,-0.944801
0.0864494,0.261207,0.261731,-0.812668,-0.912894,-0.912399,-0.932795
0.0888571,0.259566,0.259797,-0.720683,-0.838049,-0.921617,-0.929345
0.0907103,0.258368,0.258388,-0.669117,-0.784501,-0.913371,-0.910648
0.0925975,0.257191,0.257062,-0.6405,-0.735439,-0.92381,-0.929382
0.094474,0.256074,0.25579,-0.612783,-0.699371,-0.942412,-0.927562
0.096347,0.25499,0.25464,-0.589545,-0.64104,-0.946637,-0.933906
0.0982303,0.254041,0.253527,-0.536706,-0.609919,-0.919972,-0.939704
0.100084,0.25317,0.252498,-0.490296,-0.574625,-0.905661,-0.913094
0.10208,0.25228,0.251498,-0.462624,-0.525663,-0.900361,-0.921282
0.103956,0.251446,0.250581,-0.449541,-0.501717,-0.919721,-0.938563
0.105964,0.25056,0.249701,-0.4463,-0.45853,-0.93259,-0.921782
0.107853,0.249763,0.248916,-0.429693,-0.431991,-0.911002,-0.925833
0.109841,0.24892,0.24806,-0.423718,-0.430795,-0.916385,-0.911999
0.111845,0.248117,0.247215,-0.409703,-0.428219,-0.915947,-0.917357
0.113832,0.247277,0.24636,-0.417675,-0.427504,-0.93501,-0.947649
