Elapsed Time,Motor0 Position,Motor1 Position,Motor0 Velocity,Motor1 Velocity,Motor Torque 0,Motor Torque 1
1.86e-07,0,0,0,0,0,0
0.000298402,0,0,0,0,0,0
0.000476436,0.382239,0.381547,-0.000600929,0.00140582,0.000934709,0
0.00197615,0.382299,0.3816,0.0232018,0.0259331,-0.0530983,0.694136
0.00343164,0.382521,0.38196,0.0949174,0.151855,-0.529478,-0.161558
0.00480712,0.382668,0.382374,0.0999628,0.223508,-0.814048,-0.691635
0.00617613,0.382593,0.382514,0.0155813,0.154366,-0.87013,-0.824902
0.00755181,0.382236,0.382194,-0.129838,-0.0524693,-0.873985,-0.843424
0.00892888,0.381544,0.381436,-0.324112,-0.316052,-0.873819,-0.853974
0.010304,0.380497,0.380333,-0.552634,-0.57113,-0.83161,-0.848515
0.0116756,0.37918,0.37892,-0.765398,-0.809683,-0.837798,-0.825599
0.0130525,0.377568,0.377196,-0.978758,-1.04051,-0.871492,-0.863213
0.0144303,0.3756,0.375182,-1.21673,-1.26181,-0.88823,-0.871263
0.0158058,0.373416,0.372976,-1.40857,-1.44095,-0.873929,-0.89686
0.0171769,0.371091,0.37055,-1.55315,-1.61032,-0.866246,-0.834875
0.0185561,0.368704,0.367934,-1.64904,-1.76162,-0.89645,-0.899178
0.0199278,0.366294,0.36517,-1.70212,-1.89415,-0.927518,-0.897985
0.0213053,0.363819,0.362234,-1.75158,-2.01775,-0.875205,-0.893708
0.022676,0.361184,0.359283,-1.83943,-2.08226,-0.908139,-0.948481
0.0240566,0.358385,0.356344,-1.94183,-2.11032,-0.917558,-0.872114
0.0254332,0.355512,0.353401,-2.01476,-2.12684,-0.896372,-0.888706
0.0268076,0.352569,0.35046,-2.07906,-2.13216,-0.929421,-0.920661
0.0281772,0.349659,0.347467,-2.09953,-2.15698,-0.925484,-0.842202
0.029554,0.346776,0.344476,-2.09664,-2.16472,-0.755175,-0.559829
0.0309328,0.343916,0.341546,-2.08816,-2.14317,-0.933797,-0.935284
0.0323066,0.341031,0.338644,-2.09499,-2.12682,-0.893253,-0.599388
0.0336815,0.338227,0.335734,-2.06437,-2.1208,-0.549372,-0.384344
0.0350661,0.33509,0.332891,-2.07861,-2.09062,-0.350714,-0.095198
0.0364305,0.332536,0.330223,-2.05964,-2.01323,0.0113589,0.0462156
0.0378017,0.329979,0.327739,-1.94964,-1.90749,0.234145,0.482751
0.039182,0.327463,0.325499,-1.79531,-1.7599,0.127503,0.223442
0.0405577,0.325596,0.323543,-1.64821,-1.58293,0.389829,0.30792
0.0419292,0.323775,0.321755,-1.47942,-1.4388,0.151171,0.350061
0.0433274,0.321949,0.320158,-1.33609,-1.29556,0.2636,0.455657
0.0446795,0.320526,0.318746,-1.23874,-1.1571,0.772316,0.699515
0.046056,0.319183,0.317585,-1.09575,-0.992249,0.313968,0.377843
0.0474324,0.31816,0.316671,-0.911044,-0.820613,0.197155,0.228099
0.0488004,0.31735,0.315866,-0.7462,-0.700514,0.312894,0.286668
