Elapsed Time,Motor 0 Position,Motor 1 Position,Motor 0 Velocity,Motor 1 Velocity,Motor 0 Torque,Motor 1 Torque
0.0001640710001993284,0.376766175031662,0.3904421031475067,0.00249753100797534,0.0009859941201284528,-0.006522859912365675,-0.023803163319826126
0.0020225240000399936,0.376770943403244,0.3904360234737396,0.0020905430428683758,-0.0003327586455270648,0.2663542628288269,-0.48262715339660645
0.003839903000425693,0.37683039903640747,0.39032936096191406,0.02827095240354538,-0.0458558090031147,-0.04464273154735565,-0.9015992879867554
0.005585893999977998,0.3771302402019501,0.38981154561042786,0.11289700120687485,-0.20622584223747253,-0.6481084227561951,-0.9317596554756165
0.007327163000354631,0.3769175410270691,0.38901588320732117,-0.05177389457821846,-0.3576030135154724,-0.8497754335403442,-0.8558127284049988
0.009074617000351282,0.37597858905792236,0.38782140612602234,-0.3585510849952698,-0.5637866854667664,-0.8275997638702393,-0.8196433186531067
0.010832109000148193,0.3743217885494232,0.38595864176750183,-0.7292369604110718,-0.8783913850784302,-0.8430636525154114,-0.8506881594657898
0.012573489000260452,0.37222856283187866,0.3833959400653839,-1.0226296186447144,-1.2492257356643677,-0.8900569677352905,-0.8514187932014465
0.014333276000343176,0.36978599429130554,0.38012364506721497,-1.2585225105285645,-1.632017970085144,-0.844009280204773,-0.8091920018196106
0.016086304000054952,0.3669295012950897,0.37636250257492065,-1.4927337169647217,-1.9401369094848633,-0.9062727689743042,-1.0601385831832886
0.017830425000283867,0.36434417963027954,0.373730331659317,-1.4665391445159912,-1.6305354833602905,-1.007534146308899,-1.1119195222854614
0.019572657000026084,0.36243975162506104,0.3726668357849121,-1.2224866151809692,-0.9972507953643799,-1.0169328451156616,-0.956341028213501
0.021344222000152513,0.3614969551563263,0.3719038963317871,-0.7965596318244934,-0.669901967048645,-0.9577751159667969,-0.8983201384544373
0.02307414000006247,0.36077722907066345,0.3708738386631012,-0.5721247792243958,-0.6276906132698059,-0.8661847114562988,-0.8903040289878845
0.024821075000090786,0.35948535799980164,0.3697674870491028,-0.692883312702179,-0.6374843120574951,-0.8359562754631042,-0.8743503093719482
0.026574733000416018,0.35737913846969604,0.3682568073272705,-1.014350414276123,-0.7889585494995117,-0.8847789764404297,-0.8732355833053589
0.028320965000148135,0.3549603819847107,0.3661649227142334,-1.236906886100769,-1.0416712760925293,-0.92487633228302,-0.893437922000885
0.030074512000282994,0.3524315357208252,0.36378657817840576,-1.3597782850265503,-1.2401140928268433,-0.9494009017944336,-0.8566423654556274
0.031821318000311294,0.35025811195373535,0.36129799485206604,-1.2768704891204834,-1.3441766500473022,-0.9675297141075134,-0.9669383764266968
0.033574180000414344,0.3485725522041321,0.3590743839740753,-1.082318663597107,-1.2934420108795166,-0.981086790561676,-0.9674286246299744
0.035318189000008715,0.34705162048339844,0.3570929765701294,-0.955623209476471,-1.192355990409851,-0.9229159355163574,-0.8737579584121704
0.03707223600031284,0.3453533947467804,0.35501158237457275,-0.9728023409843445,-1.1942449808120728,-0.8611827492713928,-0.8830869793891907
0.03882448700005625,0.34340834617614746,0.3527200520038605,-1.0608171224594116,-1.2710978984832764,-0.8677688241004944,-0.9056165814399719
0.04059762600036265,0.34105008840560913,0.35025525093078613,-1.2373597621917725,-1.3560980558395386,-0.916907012462616,-0.8805010318756104
0.04232593200003976,0.33845987915992737,0.3474183678627014,-1.3268972635269165,-1.453283429145813,-0.9091624617576599,-0.9079878330230713
0.04420025400031591,0.33609604835510254,0.3449060618877411,-1.3333872556686401,-1.4400361776351929,-0.91340172290802,-0.9656599164009094
0.045946709000418196,0.3338547348976135,0.3426324725151062,-1.299878716468811,-1.3463599681854248,-0.9246934056282043,-0.9577818512916565
