Elapsed Time,Motor0 Position,Motor1 Position,Motor0 Velocity,Motor1 Velocity,Motor Torque 0,Motor Torque 1
3.52e-07,0,0,0,0,0,0
0.00117407,0,0,0,0,0,0
0.00226225,0.381178,0.388882,-0.00165516,-0.00700657,-0.0167051,-0.0200593
0.00303609,0.38118,0.388887,-0.00156901,-0.00327383,0.607441,0.645261
0.00385219,0.38123,0.388921,0.0215175,0.0140599,0.845321,-0.019166
0.00512666,0.381614,0.389414,0.155676,0.175693,-0.28425,-0.31314
0.00621212,0.381942,0.389637,0.202745,0.213791,-0.729134,-0.73478
0.00728195,0.382009,0.389646,0.053989,0.0143617,-0.845133,-0.845569
0.00939245,0.381226,0.388659,-0.255359,-0.330198,-0.86604,-0.846838
0.0115226,0.379569,0.386873,-0.624155,-0.687323,-0.854124,-0.852793
0.0133615,0.377753,0.384808,-0.878978,-0.954017,-0.87545,-0.859814
0.0153705,0.374982,0.382129,-1.18123,-1.21678,-0.893925,-0.905189
0.0173658,0.371895,0.37899,-1.42437,-1.45211,-0.87809,-0.861936
0.0192384,0.369049,0.375889,-1.54675,-1.65108,-0.895172,-0.895282
0.0211453,0.365491,0.371693,-1.70487,-1.87842,-0.867383,-0.857255
0.0233183,0.361424,0.367128,-1.8516,-2.06323,-0.916418,-0.957964
0.0252902,0.357271,0.363072,-2.00364,-2.12425,-0.906365,-0.873611
0.0272838,0.352912,0.358703,-2.12062,-2.16485,-0.925605,-0.907822
0.0294078,0.348041,0.353723,-2.24098,-2.20113,-0.879991,-0.913008
0.0315184,0.3431,0.349336,-2.29841,-2.19391,-0.93379,-0.875797
0.0336485,0.338118,0.344655,-2.32846,-2.20145,-0.925353,-0.944903
0.0356152,0.333717,0.340535,-2.34379,-2.20022,-0.918503,-0.882528
0.0373166,0.329578,0.336622,-2.35184,-2.22279,-0.916141,-0.954253
0.039071,0.325557,0.332751,-2.317,-2.2167,-0.932669,-0.887331
0.0408242,0.321665,0.328927,-2.25472,-2.19855,-0.898316,-0.93346
0.0424336,0.318173,0.325369,-2.19818,-2.19363,-0.926358,-0.922017
0.0440665,0.314696,0.321862,-2.16132,-2.174,-0.907561,-0.913904
0.0458138,0.31106,0.318119,-2.10987,-2.15099,-0.956407,-0.933924
0.0475626,0.307516,0.314341,-2.05462,-2.1567,-0.909641,-0.914824
0.049319,0.304022,0.310557,-2.02084,-2.15827,-0.949177,-0.963247
0.0510795,0.300438,0.30689,-2.03915,-2.11691,-0.90069,-0.920686
0.0528142,0.296939,0.303304,-2.00981,-2.0735,-0.933354,-0.962623
0.0545723,0.293565,0.299793,-1.96018,-2.03161,-0.925061,-0.911776
0.0563592,0.290345,0.29636,-1.886,-1.98939,-0.923547,-0.93048
0.0579522,0.287422,0.293273,-1.83474,-1.93476,-0.975222,-0.902039
0.0595653,0.284539,0.29026,-1.79635,-1.88525,-0.906,-0.921786
0.0613124,0.28159,0.287201,-1.72762,-1.79775,-0.956014,-0.975455
0.0630694,0.278862,0.284522,-1.61699,-1.70812,-0.9415,-0.907925
0.0648156,0.276264,0.281596,-1.53634,-1.60653,-0.92119,-0.925387
0.0665754,0.273856,0.279022,-1.43659,-1.51967,-0.933448,-0.948461
0.0683448,0.271472,0.276589,-1.39393,-1.43734,-0.94574,-0.904752
0.0701038,0.269176,0.274266,-1.34289,-1.36863,-0.920613,-0.921111
0.0719484,0.266899,0.271921,-1.25905,-1.29133,-0.919949,-0.956912
0.0735425,0.265034,0.270009,-1.19117,-1.22578,-0.92769,-0.952981
0.075301,0.263135,0.268233,-1.12753,-1.14796,-0.95681,-0.911245
