Elapsed Time,Motor0 Position,Motor1 Position,Motor0 Velocity,Motor1 Velocity,Motor Torque 0,Motor Torque 1
4.26e-07,0.383789,0.381276,0.000249081,-0.0291387,-0.0179939,0.146011
0.00231337,0.383804,0.381216,0.0076829,-0.0253873,0.573338,0.627114
0.00436449,0.384072,0.381528,0.0996799,0.106812,-0.39441,-0.494132
0.00631232,0.383952,0.381803,-0.0270079,0.100405,-0.868486,-0.82788
0.00834877,0.383172,0.381186,-0.274247,-0.188074,-0.865714,-0.852684
0.0103142,0.381841,0.379607,-0.546775,-0.580851,-0.837693,-0.823337
0.0124452,0.379671,0.377467,-0.884886,-0.913486,-0.876514,-0.847551
0.0144344,0.376958,0.374636,-1.20537,-1.25577,-0.893875,-0.920539
0.016432,0.37379,0.371591,-1.45965,-1.43047,-0.881944,-0.882552
0.0184387,0.370429,0.368389,-1.60406,-1.54278,-0.911168,-0.907473
0.0204749,0.366977,0.364932,-1.68719,-1.67117,-0.870946,-0.904959
0.0224306,0.363609,0.361412,-1.76073,-1.72687,-0.922242,-0.91034
0.0243699,0.359881,0.358101,-1.82593,-1.7468,-0.923162,-0.896
0.0263087,0.356197,0.354379,-1.83462,-1.7485,-0.90659,-0.880495
0.0283555,0.352777,0.351184,-1.75211,-1.71793,-0.870387,-0.772847
0.0303066,0.349713,0.34786,-1.66887,-1.67778,-0.923411,-0.881426
0.0323063,0.346645,0.34451,-1.58222,-1.6774,-0.923196,-0.859602
0.0344646,0.343302,0.340986,-1.51845,-1.66316,-0.898476,-0.845247
0.0365907,0.340084,0.337512,-1.51834,-1.64076,-0.91246,-0.883472
0.0383959,0.337325,0.334678,-1.55533,-1.62951,-0.944075,-0.905787
0.0401414,0.334512,0.331797,-1.58674,-1.64235,-0.895966,-0.877798
0.0418964,0.331725,0.328967,-1.5896,-1.62537,-0.901636,-0.893899
0.0436444,0.328963,0.326164,-1.57983,-1.60917,-0.942262,-0.916557
0.0453947,0.326212,0.323356,-1.57381,-1.60511,-0.897664,-0.88785
0.0471442,0.323498,0.320604,-1.55875,-1.58458,-0.920933,-0.905672
0.0488953,0.32084,0.317886,-1.53192,-1.56323,-0.935939,-0.935687
0.0506451,0.318222,0.315211,-1.5082,-1.53924,-0.91212,-0.909281
0.0523921,0.315726,0.312553,-1.4545,-1.52412,-0.953191,-0.936232
0.0541437,0.313426,0.309981,-1.36401,-1.49007,-0.951639,-0.934238
0.0558953,0.311195,0.307478,-1.30861,-1.45466,-0.927917,-0.895082
0.057643,0.309139,0.305123,-1.22586,-1.38523,-0.924422,-0.922549
0.0593929,0.307254,0.302895,-1.13367,-1.31586,-0.942681,-0.944585
0.0611431,0.30548,0.300714,-1.06179,-1.27238,-0.940148,-0.903476
0.0629348,0.303792,0.298709,-1.00132,-1.19436,-0.911926,-0.915717
0.0646427,0.302198,0.296799,-0.944868,-1.13304,-0.923932,-0.935715
0.0663943,0.300754,0.29502,-0.867747,-1.05975,-0.936832,-0.95869
0.068144,0.299404,0.293325,-0.809915,-0.998336,-0.928189,-0.933277
0.0698919,0.298123,0.291723,-0.763714,-0.948969,-0.932048,-0.908542
0.0716431,0.29692,0.290241,-0.717945,-0.887516,-0.955799,-0.917104
0.0733925,0.295813,0.288812,-0.664011,-0.844493,-0.940372,-0.937387
0.0751488,0.294755,0.287535,-0.627354,-0.776808,-0.923173,-0.955357
0.076893,0.293851,0.28633,-0.559732,-0.724095,-0.927352,-0.938401
0.0786437,0.292978,0.285238,-0.521138,-0.664889,-0.927716,-0.915583
0.080393,0.292175,0.284231,-0.48282,-0.61307,-0.94298,-0.919135
0.0821565,0.291456,0.283339,-0.437096,-0.548015,-0.931178,-0.935036
0.0838924,0.290827,0.282501,-0.386737,-0.508694,-0.936285,-0.92609
0.0856447,0.290264,0.281754,-0.345409,-0.455191,-0.930865,-0.931046
