Time,TTheta1,TTheta2
0.00032448768615722656,-5.728437099605799e-05,0.03463186323642731
0.01311945915222168,0.991950273513794,0.8648068904876709
0.02494192123413086,0.887873113155365,0.8741812109947205
0.03670048713684082,0.8529596924781799,0.8589553833007812
0.04784417152404785,0.8477219343185425,0.8934552669525146
0.05870938301086426,0.7993602156639099,0.8764182925224304
0.06957197189331055,0.7899426817893982,0.8189445734024048
0.08055973052978516,0.8180015683174133,0.8042146563529968
0.09195137023925781,0.8377083539962769,0.785987913608551
0.10309433937072754,0.8065425753593445,0.7851925492286682
0.11398625373840332,0.7772245407104492,0.8260842561721802
0.1248471736907959,0.7738866806030273,0.8289198875427246
0.13611674308776855,0.7717409133911133,0.8019218444824219
0.1474456787109375,0.7684701085090637,0.7793410420417786
0.15859365463256836,0.7714056372642517,0.7570824027061462
0.16945910453796387,0.7838853597640991,0.7517532706260681
0.18034744262695312,0.7749446630477905,0.7664157748222351
0.19120502471923828,0.7682242393493652,0.7853158116340637
0.20208024978637695,0.761205792427063,0.8104820847511292
0.21300625801086426,0.7460066080093384,0.8047711253166199
0.2239818572998047,0.7555731534957886,0.7751384377479553
0.23482394218444824,0.7644393444061279,0.7514511346817017
0.24570345878601074,0.7888399958610535,0.7636512517929077
0.25656819343566895,0.7933326959609985,0.77433180809021
0.26735806465148926,0.7741549015045166,0.7763155102729797
0.2783472537994385,0.7391148209571838,0.7822574377059937
0.2891979217529297,0.7244669795036316,0.7701928615570068
0.3000679016113281,0.6865584254264832,0.7226468920707703
0.31086277961730957,0.7101022601127625,0.702735185623169
0.32169508934020996,0.6805458068847656,0.668954074382782
0.3325674533843994,0.6721564531326294,0.6520370841026306
0.34335780143737793,0.6782137751579285,0.6869434714317322
0.35420680046081543,0.6586112976074219,0.6833449006080627
0.3650691509246826,0.6634616255760193,0.7082896828651428
0.37587785720825195,0.6718360781669617,0.7295126914978027
0.38669562339782715,0.6650858521461487,0.7092061638832092
0.39748406410217285,0.6952607035636902,0.6969534754753113
0.40834498405456543,0.6978311538696289,0.692367672920227
0.4192202091217041,0.730785071849823,0.7388668060302734
0.4300835132598877,0.7385038733482361,0.7359459400177002
0.4409646987915039,0.7598274350166321,0.7752627730369568
0.4518425464630127,0.7308871746063232,0.7946940660476685
0.46269655227661133,0.7411295175552368,0.789254903793335
0.47348451614379883,0.7696111798286438,0.8002667427062988
0.48431968688964844,0.7856490015983582,0.7779372334480286
0.4951033592224121,0.8109803199768066,0.8151938915252686
0.5059733390808105,0.4614731967449188,0.002927720546722412
0.5168287754058838,0.062339186668395996,0.0027004764415323734
0.5277011394500732,-0.009748903103172779,0.012009980157017708
0.5385744571685791,-0.007400107104331255,-0.01330709457397461
0.5493659973144531,-0.001436847378499806,0.014073791913688183
0.5601954460144043,0.0047913724556565285,0.0028941927012056112
0.5710098743438721,0.002915223129093647,0.00759550929069519
0.5818397998809814,0.0008807507110759616,0.0017095498042181134
0.5927035808563232,0.003853531088680029,0.0014674051199108362
0.6038148403167725,0.0038595846854150295,0.0004951038863509893
0.6155211925506592,0.004281938541680574,0.0012885893229395151
0.6272673606872559,0.006062162574380636,5.5518001317977905e-05
0.6388943195343018,0.00995695311576128,-0.007108215242624283
0.6504712104797363,0.005525253713130951,0.0005435297498479486
0.662121057510376,-0.006138165481388569,-0.007585054729133844
0.6737375259399414,-0.005452712066471577,-8.231995889218524e-05
0.685347318649292,-0.0017898190999403596,-0.0005666080396622419
0.6969869136810303,-0.0007425489602610469,1.4538877621816937e-05
0.7086608409881592,-0.008751923218369484,-0.002738450188189745
0.7200767993927002,0.0014539731200784445,-0.0029358912725001574
0.7314567565917969,0.003517784643918276,-0.002090251073241234
0.7428281307220459,-0.0025474538560956717,-0.00029093498596921563
0.7542073726654053,0.004654929973185062,-0.0023137684911489487
0.7655777931213379,0.00048120913561433554,-0.004031128250062466
0.776951789855957,0.0023331439588218927,-0.003714477876201272
0.7883281707763672,0.00019901926862075925,0.005218770354986191
0.7997033596038818,-0.000512512749992311,-0.0028092307038605213
0.811229944229126,-0.004069699440151453,-0.0036995739210397005
0.8227379322052002,-0.001339525799266994,0.001214084099046886
0.8341810703277588,0.0014721379848197103,-0.0017661484889686108
0.8455665111541748,0.0020253434777259827,-0.007719161920249462
0.8569765090942383,0.0004001848865300417,-0.0010620680404826999
0.8683528900146484,-2.31008179980563e-05,0.004198040813207626
0.8797285556793213,-0.0007895803428255022,-0.0019561373628675938
0.8911867141723633,-0.0054964846931397915,-0.0005218998994678259
0.9026293754577637,-0.0005530232447199523,-0.0007677691173739731
0.9140934944152832,0.0008323180954903364,-0.00525674456730485
0.9255514144897461,-0.002221024129539728,-0.006899596657603979
0.9369347095489502,-0.0036631766706705093,-0.008866548538208008
0.9485938549041748,0.0001864453952293843,0.004641352687031031
0.9601082801818848,0.00027305836556479335,0.002685575745999813
0.9715673923492432,-0.00022892560809850693,0.00656360387802124
0.9829850196838379,0.0012905263574793935,0.008739172481000423
0.9944863319396973,0.00014453392941504717,-0.008389714173972607
1.0066852569580078,0.0008146208710968494,-0.003554287599399686
1.0186712741851807,0.0016430316027253866,-0.003937993664294481
1.0306675434112549,0.0010693368967622519,0.004950548056513071
1.042388916015625,-0.0003057604772038758,0.0056248256005346775
1.0542316436767578,-0.0007132135215215385,-0.00017172399384435266
1.0659904479980469,-0.0005125143798068166,0.004171967040747404
1.0780441761016846,0.000504489173181355,0.0006776454392820597
1.0906751155853271,-0.0008952880743891001,0.003840415272861719
1.1027281284332275,2.5071221898542717e-06,-0.001270684297196567
1.1148197650909424,-0.005509060341864824,-0.005051851738244295
1.126333236694336,0.000183648313395679,-0.003133327467367053
1.139918565750122,-0.9087070226669312,-0.9282391667366028
1.1521689891815186,-0.9757686853408813,-1.055603265762329
1.1641952991485596,-0.896924614906311,-0.9419740438461304
1.175889492034912,-0.9186543822288513,-0.9071982502937317
1.1879909038543701,-0.9362524747848511,-0.885412871837616
1.2000854015350342,-0.9540072083473206,-0.9549752473831177
1.2115070819854736,-0.8856108784675598,-0.9229227900505066
1.2230808734893799,-0.9422799944877625,-0.9828704595565796
1.23506498336792,-0.9131631255149841,-0.9137178659439087
1.2464525699615479,-0.9265592694282532,-0.8977026343345642
1.2577145099639893,-0.9632980823516846,-0.9229565262794495
1.2689037322998047,-0.9675151109695435,-0.9420040249824524
1.2800674438476562,-0.9311190247535706,-0.9709646105766296
1.291466236114502,-0.9725069999694824,-1.0407955646514893
1.3027586936950684,-0.9949630498886108,-1.023046612739563
1.3138988018035889,-1.05624520778656,-1.0216776132583618
1.3247275352478027,-1.1027745008468628,-1.0339765548706055
1.3356173038482666,-1.1114917993545532,-1.106396198272705
1.3466448783874512,-1.100554347038269,-1.1666209697723389
1.3579075336456299,-1.11101496219635,-1.1245920658111572
1.3689861297607422,-1.1008962392807007,-1.0802019834518433
1.3799104690551758,-1.148542881011963,-1.0857362747192383
1.3912975788116455,-1.1546440124511719,-1.1239638328552246
1.4027574062347412,-1.1510975360870361,-1.1869394779205322
1.414018154144287,-1.116912841796875,-1.1593596935272217
1.4250192642211914,-1.1236552000045776,-1.0956201553344727
1.4358503818511963,-1.142258882522583,-1.0902634859085083
1.4467418193817139,-1.1165685653686523,-1.1019787788391113
1.4576153755187988,-1.1172826290130615,-1.1486212015151978
1.4684970378875732,-1.0534611940383911,-1.0921027660369873
1.4793531894683838,-1.0321602821350098,-1.0270627737045288
1.4902455806732178,-1.0609804391860962,-1.0122549533843994
1.5010952949523926,-1.0314242839813232,-0.9572420120239258
1.5122008323669434,-0.006679174955934286,-0.12618742883205414
1.523277997970581,0.01459223311394453,6.83899997966364e-05
1.5341129302978516,0.019807642325758934,-0.020319418981671333
1.544973373413086,0.00892234593629837,-0.017895355820655823
1.555842399597168,0.0316317155957222,-0.030764028429985046
1.566634178161621,0.028256602585315704,-0.03352072834968567
1.577467918395996,0.023786254227161407,-0.026264147832989693
1.588357925415039,0.0335390642285347,-0.028447741642594337
1.5995433330535889,0.03469390422105789,-0.042908135801553726
