Elapsed Time,Motor 0 Position,Motor 1 Position,Motor 0 Torque,Motor 1 Torque
0.0013978309999629346,0.3947671353816986,0.39201653003692627,-2.005814636412115,-1.9846687525493103
0.0024006119999739894,0.39474746584892273,0.39201581478118896,-2.0017870916096254,-1.98452229637468
0.0034290219999775218,0.39473116397857666,0.3919762969017029,-2.001985259273377,-1.9758284850830403
0.004388451999943754,0.3946085274219513,0.3918606638908386,-1.9764790408128896,-1.9569489314555633
0.005372308000005432,0.39429664611816406,0.3915332853794098,-1.9321286433406055,-1.907421462660652
0.006366810999907102,0.39376014471054077,0.39098483324050903,-1.8776819636227275,-1.8536604433396164
0.007422072999929696,0.3930545449256897,0.3902738094329834,-1.8416911226403727,-1.8191237094098105
0.008365335999997114,0.3921526372432709,0.389326810836792,-1.772416316856557,-1.7401246631483447
0.009364746999949602,0.3910529911518097,0.3882235586643219,-1.7288519346136932,-1.7061696679435374
0.010362971999938964,0.3897745609283447,0.38692227005958557,-1.6770615249234333,-1.6499204850056173
0.011389474999987215,0.3883249759674072,0.38544028997421265,-1.6335019226018568,-1.6041288363465187
0.012369200999955865,0.3867134749889374,0.38378533720970154,-1.5695690460743812,-1.5370338691563696
0.01336081599993122,0.38493821024894714,0.3819461166858673,-1.5201256893843167,-1.4825436656044124
0.014382633999957761,0.383016437292099,0.37993568181991577,-1.4726177904620321,-1.4288704236859255
0.015399228999967818,0.38093650341033936,0.37776657938957214,-1.4317821525609031,-1.38766326208152
0.0163747509999439,0.37867602705955505,0.3753928542137146,-1.347720775090924,-1.2961832130204394
0.017365383999958794,0.37632107734680176,0.37281909584999084,-1.30993910968965,-1.233208003587681
0.01836642499995378,0.3737524747848511,0.37002259492874146,-1.2435226441697704,-1.1630858981273926
0.01938366899992161,0.3710477650165558,0.3670201897621155,-1.1967782470745418,-1.0991552952598673
0.020365116999983,0.3681543469429016,0.36380958557128906,-1.1073807698242628,-1.0002166909202936
0.02136721299996225,0.3651161789894104,0.3604271411895752,-1.0592978608918922,-0.9442930158912562
0.022362030999943272,0.3619503676891327,0.3568928837776184,-0.997274085169735,-0.8730057048018469
0.023377718999995523,0.3586617708206177,0.35324186086654663,-0.9524779726321939,-0.8275912821137912
0.024396851999995306,0.3551807999610901,0.3495276868343353,-0.8573629610274978,-0.756917388253159
0.025365058999909706,0.3516143560409546,0.34575745463371277,-0.8149374163631641,-0.7197074336915193
0.026362285000004704,0.3479364216327667,0.3419741690158844,-0.755759730168948,-0.6811806866752426
0.027382250999949065,0.34419310092926025,0.33812588453292847,-0.7180902397025586,-0.6429432490697906
0.028362457999946855,0.3403170108795166,0.3342645764350891,-0.6267561292473361,-0.5777933734570299
0.029375164999919434,0.3363231420516968,0.33037248253822327,-0.588613095241826,-0.5593851901818732
0.030366556999979366,0.3323269486427307,0.3264545202255249,-0.5293530143460731,-0.4961680322460321
0.03137633799997275,0.32833927869796753,0.32247394323349,-0.5106235959894388,-0.4616680002001291
0.03236278599990783,0.32427161931991577,0.31840142607688904,-0.4373353856246243,-0.3857083925826987
0.03336527099997966,0.3202097415924072,0.3143194913864136,-0.41066062625013244,-0.35551741348385923
0.034363810999934685,0.3161960244178772,0.3101484179496765,-0.3810970961613561,-0.29421289372828385
0.03538011099999494,0.31220144033432007,0.3058665692806244,-0.36375750958750286,-0.2467050780172436
0.03636066999990817,0.30816859006881714,0.30147865414619446,-0.28590040274063605,-0.14805888893283264
0.03736232099993231,0.30414700508117676,0.297111839056015,-0.26917710693148,-0.13188720370868723
0.03835928699993474,0.30020076036453247,0.29279178380966187,-0.24396158082397607,-0.09644477549042613
0.039464770999984466,0.29628193378448486,0.28857913613319397,-0.22811168964828113,-0.09659956285338597
0.040477903000009974,0.29235953092575073,0.2845151126384735,-0.19096773539850967,-0.09113567849663426
0.04144411099991885,0.2884945273399353,0.280561625957489,-0.1368259350282483,-0.04698048257161429
0.04244022499995026,0.28468137979507446,0.2767576277256012,-0.128864521344806,-0.06097698403455452
0.04345969099995273,0.2809062600135803,0.2729801535606384,-0.11646148987430978,-0.04602860286611003
0.04445265799995468,0.27710503339767456,0.2693375051021576,-0.05888339224080292,-0.025413164381454183
0.045429253999941466,0.27329009771347046,0.2657773494720459,-0.004555553757386532,0.004280230180691735
0.04642783099995995,0.2695765495300293,0.2622220814228058,-0.009210068946071143,0.02051605672467995
0.047430223999981536,0.2659611105918884,0.2587239742279053,0.0004540337710102066,0.03817196978807509
0.048423096999954396,0.2623453736305237,0.2552140951156616,0.04258327000889839,0.08158413244831064
0.04942861899996842,0.258794367313385,0.25173720717430115,0.05240272494968275,0.09792517360849122
0.050421937000010075,0.2553326487541199,0.2482413649559021,0.07256685692079323,0.1421561399076684
0.05143384799998785,0.2519593834877014,0.24471832811832428,0.07724480348459313,0.17344036145940983
0.05242207399999188,0.24860221147537231,0.24117393791675568,0.11702172881801225,0.2238144860646169
0.053420761999973365,0.24523800611495972,0.23763200640678406,0.14246421028412906,0.24841141947475784
0.054426579999926616,0.24194878339767456,0.23417158424854279,0.1583725018315778,0.2645713202169069
0.05544245399994452,0.23875093460083008,0.23076771199703217,0.15912137526418735,0.2743282789274306
0.05642295699999522,0.2356160283088684,0.22746609151363373,0.19158315792719224,0.3007060513531059
0.05742497899996124,0.23252928256988525,0.2242727130651474,0.20113134796892732,0.29758767673801334
0.058421852999913426,0.22944366931915283,0.2212127298116684,0.2335321000009044,0.30067059081155867
0.05943065199994635,0.22644847631454468,0.21825434267520905,0.2333616113127114,0.2977896040934679
0.060429895999959626,0.2235342264175415,0.21537548303604126,0.25216634030013724,0.3164602677943587
0.061421010999993086,0.22068250179290771,0.21259041130542755,0.26537407499357296,0.3221261713773222
0.06242656999995688,0.2178516983985901,0.2098626047372818,0.27987008450462747,0.327891284372234
0.06343314699995517,0.21504557132720947,0.20724762976169586,0.30209076289014214,0.3289765314448816
0.06442277999997259,0.21226739883422852,0.20468750596046448,0.3321259068471985,0.3502883694423095
0.06543717199997445,0.20961010456085205,0.20215380191802979,0.3148771355361175,0.3536008332965459
0.06643224899994493,0.20700997114181519,0.19971048831939697,0.33778550854104195,0.3671824947381159
